[1013/153906.217:WARNING:process_reader_win.cc(156)] Thread 35740 should be suspended, but previous_suspend_count is 0
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e10000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\kernel.appcore.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e10000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\kernel.appcore.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe42f70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\PROPSYS.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe42f70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\PROPSYS.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49bf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shcore.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49bf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.751:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shcore.dll
[1020/162937.751:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46360000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\IPHLPAPI.DLL
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46360000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\IPHLPAPI.DLL
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe468f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\bcrypt.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe468f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\bcrypt.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49790000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\psapi.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49790000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\psapi.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe434e0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\wtsapi32.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe434e0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\wtsapi32.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47f70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shell32.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47f70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.752:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shell32.dll
[1020/162937.752:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47550000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\cfgmgr32.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe47550000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\cfgmgr32.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe477c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\windows.storage.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe477c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\windows.storage.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a2d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shlwapi.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe4a2d0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\shlwapi.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e90000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\profapi.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e90000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\profapi.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e40000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\powrprof.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e40000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\powrprof.dll
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e30000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\FLTLIB.DLL
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46e30000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.753:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\FLTLIB.DLL
[1020/162937.753:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45eb0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\ntmarta.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45eb0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\ntmarta.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe04a80000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\86.0.4240.75\chrome.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe04a80000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Program Files (x86)\Google\Chrome\Application\86.0.4240.75\chrome.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x25300010000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\WS2_32.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x25300010000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\WS2_32.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe474f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\WINTRUST.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe474f0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\WINTRUST.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46df0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\MSASN1.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46df0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\MSASN1.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe472e0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.754:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\CRYPT32.dll
[1020/162937.754:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe472e0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\CRYPT32.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe32560000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\dbghelp.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe32560000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\dbghelp.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45060000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINMM.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45060000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINMM.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe36880000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\UIAutomationCore.DLL
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe36880000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\UIAutomationCore.DLL
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe365c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\Secur32.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe365c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\Secur32.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46cf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\USERENV.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe46cf0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.755:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\USERENV.dll
[1020/162937.755:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe40a70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\DWrite.dll
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe40a70000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\DWrite.dll
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe407c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINHTTP.dll
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe407c0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINHTTP.dll
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe427a0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\dhcpcsvc.DLL
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe427a0000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\dhcpcsvc.DLL
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49780000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\NSI.dll
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe49780000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\System32\NSI.dll
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45030000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
[1020/162937.756:WARNING:pe_image_reader.cc(340)] could not read dos header from C:\Windows\SYSTEM32\WINMMBASE.dll
[1020/162937.756:ERROR:process_memory_win.cc(73)] ReadMemory at 0x7ffe45030000 of 64 bytes failed: ReadProcessMemory 또는 WriteProcessMemory의 일부 작업만을 마쳤습니다. (0x12B)
